item_id,pilar,tipo,texto,empresa_id,empresa_nome,setor,porte,regiao,maturidade_ia,cobertura,cobertura_score,roadmap,decisao,resposta,comentario
6.6,6,Expectativa,Controle de custos (roteamento de modelos e gestão de contexto),e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Controle de custos (roteamento de modelos e gestão de contexto)». No pilar, SaaS maduro para IT/ESM. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A1,6,Avançado,Acompanhamento de ROI das aplicações de IA,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Acompanhamento de ROI das aplicações de IA». No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A2,6,Avançado,Regras comuns de governança para agentes internos e de terceiros,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Regras comuns de governança para agentes internos e de terceiros», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A3,6,Avançado,"Controle granular por usuário, agente, aplicação e ambiente",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Controle granular por usuário, agente, aplicação e ambiente». No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A4,6,Avançado,Monitoramento contínuo dos fluxos dos agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Híbrido,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Monitoramento contínuo dos fluxos dos agentes» (gap típico do posicionamento atual). No pilar, SaaS maduro para IT/ESM. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A5,6,Avançado,"Descoberta, identificação, pesquisa e catalogação de agentes",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Descoberta, identificação, pesquisa e catalogação de agentes» (gap típico do posicionamento atual). No pilar, SaaS maduro para IT/ESM. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A6,6,Avançado,"Registro de endpoints, ferramentas, modelos, dados e permissões",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Registro de endpoints, ferramentas, modelos, dados e permissões», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.A7,6,Avançado,Gestão centralizada do ciclo de vida e da frota de agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Gestão centralizada do ciclo de vida e da frota de agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.1,7,Expectativa,Marketplace de agentes e componentes pré-construídos,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Marketplace de agentes e componentes pré-construídos». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.2,7,Expectativa,Integração nativa de aplicações de terceiros,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração nativa de aplicações de terceiros». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.3,7,Expectativa,"Arquitetura para entrega, implantação e sustentação",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Arquitetura para entrega, implantação e sustentação». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.4,7,Expectativa,"Suporte de especialistas, arquitetos e equipes de implantação",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Backlog,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Suporte de especialistas, arquitetos e equipes de implantação». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Backlog» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.5,7,Expectativa,Componentes reutilizáveis para acelerar casos de uso,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Componentes reutilizáveis para acelerar casos de uso» (gap típico do posicionamento atual). No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.A1,7,Avançado,Fluxos específicos por indústria e processo,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Fluxos específicos por indústria e processo». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.A2,7,Avançado,Aplicações replicáveis com arquiteturas otimizadas,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Construir,,"Cobertura Parcial: há peças úteis para «Aplicações replicáveis com arquiteturas otimizadas», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.A3,7,Avançado,Skills pré-construídas incorporáveis aos agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Skills pré-construídas incorporáveis aos agentes». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.A4,7,Avançado,Modelos especializados/ajustados por domínio,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Modelos especializados/ajustados por domínio». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
7.A5,7,Avançado,"Serviços para manutenção, qualidade, produção, energia, logística, segurança",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Serviços para manutenção, qualidade, produção, energia, logística, segurança». No pilar, forte em operações de serviço; chão de fábrica indireto. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
S.1,sintese,Inventario,Quais agentes existem?,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,—,0,—,—,Fonte: https://alicelabs.ai/en/insights/top-enterprise-ai-platforms-2026,ServiceNow AI Agents: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: agentes sobre workflow/ITSM ServiceNow. Fonte pública: https://www.servicenow.com/products/ai-agents.html
S.2,sintese,Inventario,Onde estão sendo executados?,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,—,0,—,—,"Agentes no Now Platform / Now Assist; forte em workflows corporativos, não OT/MES nativo.",ServiceNow AI Agents: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: agentes sobre workflow/ITSM ServiceNow. Fonte pública: https://www.servicenow.com/products/ai-agents.html
S.3,sintese,Inventario,Quem é responsável por cada agente?,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.servicenow.com/products/ai-agents.html,ServiceNow AI Agents: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: agentes sobre workflow/ITSM ServiceNow. Fonte pública: https://www.servicenow.com/products/ai-agents.html
S.4,sintese,Inventario,"Quais dados, APIs e ferramentas podem acessar?",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.servicenow.com/products/ai-agents.html,ServiceNow AI Agents: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: agentes sobre workflow/ITSM ServiceNow. Fonte pública: https://www.servicenow.com/products/ai-agents.html
S.5,sintese,Inventario,Quais modelos utilizam?,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.servicenow.com/products/ai-agents.html,ServiceNow AI Agents: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: agentes sobre workflow/ITSM ServiceNow. Fonte pública: https://www.servicenow.com/products/ai-agents.html
